as_of_date,symbol,company,sector,ticker,market_cap,current_price,foundation_score,turnaround_score,turnaround_stage,quality_score,earnings_score,cashflow_score,momentum_score,revenue_growth_pct,net_income_growth_pct,ebitda_margin_pct,earnings_inflection,margin_inflection,debt_repair,cfo_growth_pct,cfo_inflection,fcf_inflection,momentum_60d_pct,roce_proxy,debt_equity,cfo_pat,data_completeness_pct,valuation_group,valuation_method,primary_multiple,roe,roce_for_valuation,fcf_yield_pct,valuation_growth_pct,valuation_leverage,valuation_applicable_metrics,valuation_available_metrics,valuation_data_quality_pct,valuation_data_status,valuation_warning,valuation_disconnect,valuation_data_confidence_pct,pe_proxy,price_to_cfo_proxy,price_to_fcf_proxy,net_income,equity,ebitda,net_debt,fcf,scenario_group,scenario_method,scenario_anchor_multiple,scenario_growth_used_pct,bear_value,base_value,bull_value,bear_return_pct,base_return_pct,bull_return_pct,scenario_confidence,scenario_reward_risk,sector_recovery_score,sector_stage,opportunity_score_pre_regime,market_regime_score,opportunity_score,survival_score,scenario_risk_reward_score,risk_score,investment_decision,position_bias,risk_flags,decision_rationale,research_priority,next_confirmation,thesis_invalidation
2026-09-05,ICICIBANK,ICICI Bank,Financials,ICICIBANK.NS,10214680035328.0,1423.2,67.35,86.4,CONFIRMING,49.4,57.8,87.19999999999999,80.0,9.130659855140056,6.228801510304027,,67138603999.999985,,319247157800.00024,-45.17708778368905,353344884200.0003,350478546000.00024,8.104719448096187,,0.571853421694851,1.2419898911488276,83.33333333333334,Financials,P/B,2.8134931800905774,0.1493076646637024,,,,,"primary_multiple, roe","primary_multiple, roe",100.0,COMPLETE,,88.28571428571428,100.0,,,,542077028000.0,3630604157000.0,,-826316054000.0,635954240000.0,Financials,P/B,2.293076646637024,6.228801510304027,869.9612389113951,1159.9483185485267,1449.9353981856584,-38.872875287282525,-18.497167049710043,1.878541187862453,Research scenario — not intrinsic value,-0.4758373779405377,50.55555555555555,WATCH,78.44869047619049,37.16849330773499,75.14627470271407,84.9135540828636,39.73263106326635,65.6665613544751,PROMISING — WATCH / CONFIRM,WATCHLIST,BEAR DOWNSIDE >30%,"The opportunity is promising, but evidence is not yet strong enough for a higher-conviction decision.",HIGH,Reassess entry valuation and downside protection,the expected fundamental improvement reverses
2026-09-05,RELIANCE,Reliance Industries,Energy,RELIANCE.NS,17889929199616.0,1322.0,66.88310868533459,86.45201708590413,CONFIRMING,51.158139534883716,62.04186046511628,96.4,54.0,9.59123783421254,15.976050999310809,19.381604000684817,56237999999.99994,0.9362313018394967,201385999999.99988,7.504071000486845,268493999999.99976,314950000000.0,1.1476664116296886,19.994379489821608,0.44025087663020035,2.3783720210461157,100.0,Utilities,EV/EBITDA,9.320278176147111,,,3.867930343820773,,0.13361061026735838,"primary_multiple, fcf_yield, leverage","primary_multiple, fcf_yield, leverage",100.0,COMPLETE,,80.6860465116279,100.0,,,25.853619665037503,807750000000.0,9040300000000.0,2049060000000.0,1207880000000.0,691970000000.0,Utilities,EV/EBITDA,9.320278176147111,15.976050999310809,1148.0341023584417,1457.3571008308497,1766.6800993032573,-13.159296342024078,10.238812468294228,33.636921278612505,Research scenario — not intrinsic value,0.778066866356424,38.611111111111114,WEAK,75.47564934345831,37.16849330773499,72.41107686060046,92.66248538949667,60.38509152803394,70.74992755489971,PROMISING — WATCH / CONFIRM,WATCHLIST,NONE,"The opportunity is promising, but evidence is not yet strong enough for a higher-conviction decision.",HIGH,Revalidate the thesis at the next quarterly results,the expected fundamental improvement reverses
2026-09-05,BHARTIARTL,Bharti Airtel,Telecom,BHARTIARTL.NS,11479130570752.0,1840.0,70.72017085904129,75.45984812529662,EARLY,61.75581395348837,67.46976744186047,96.9,56.00000000000001,21.96002895045357,-20.44605898778463,54.85356406133871,21218999999.99997,-0.05583647628248478,189512799999.99994,24.30272077712081,188752000000.00024,107306000000.00006,1.1925297628937903,39.32648950742872,1.3109899192655676,4.578710779465972,100.0,General,P/E,43.00072886043933,,,6.578494733077417,,,"primary_multiple, fcf_yield","primary_multiple, fcf_yield",100.0,COMPLETE,,53.348837209302324,100.0,43.00072886043933,,15.201045840652371,266952000000.0,1490566000000.0,1157261000000.0,1452135000000.0,755154000000.0,General,P/E,43.00072886043933,-10.0,1242.0000000000005,1656.0000000000005,2070.0000000000005,-32.49999999999997,-9.999999999999972,12.500000000000028,Research scenario — not intrinsic value,-0.3076923076923071,78.61111111111111,RECOVERING,71.90493434583135,37.16849330773499,69.12601906278366,78.15016801224054,43.875000000000014,62.74368739042157,PROMISING — WATCH / CONFIRM,WATCHLIST,HIGH DEBT/EQUITY | BEAR DOWNSIDE >30%,"The opportunity is promising, but evidence is not yet strong enough for a higher-conviction decision.",HIGH,Confirm revenue/earnings and margin improvement across the next reported periods | Confirm debt reduction and improving interest coverage | Reassess entry valuation and downside protection,leverage fails to improve
2026-09-05,HEROMOTOCO,Hero MotoCorp,Auto,HEROMOTOCO.NS,1060748328960.0,5300.0,70.37059088751779,67.92102515424774,EARLY,82.36046511627907,59.88139534883721,62.5,76.0,15.562574424353425,31.1352341451828,17.787728761813103,10459779999.999996,1.3796077050357853,30439179999.999992,93.48069409571858,24054480000.00001,22208159999.999992,7.045364891518746,88.57293145071245,0.03602809470464144,1.4481036203374245,100.0,Manufacturing,EV/EBITDA,11.221647551632007,,88.57293145071245,6.801349389891007,,,"primary_multiple, roce, fcf_yield","primary_multiple, roce, fcf_yield",100.0,COMPLETE,,81.5173126614987,100.0,,,14.70296470118594,57417300000.0,216111900000.0,83688400000.0,-121626600000.0,72145200000.0,Manufacturing,EV/EBITDA,11.221647551632007,25.0,4945.734444167152,6030.242060512344,7114.749676857536,-6.684255770431093,13.778152085138572,34.24055994070824,Research scenario — not intrinsic value,2.0612843910145537,76.94444444444444,RECOVERING,71.6814160338554,37.16849330773499,68.92038221576577,99.39953175492265,72.00249063960231,80.15653682856104,PROMISING — WATCH / CONFIRM,WATCHLIST,NONE,"The opportunity is promising, but evidence is not yet strong enough for a higher-conviction decision.",HIGH,Confirm revenue/earnings and margin improvement across the next reported periods,the expected fundamental improvement reverses
2026-09-05,ONGC,Oil & Natural Gas Corporation,Energy,ONGC.NS,2951962427392.0,234.65,59.69772187944945,77.40280018984338,EARLY,56.044186046511626,45.776744186046514,93.0,34.0,-0.6037340351736975,14.351054776890937,19.100105327407267,44696798000.00007,3.3458670598981763,67217908000.00015,24.06426769157499,122610959999.99991,117480957999.99997,-3.2840118977224497,22.68278404095411,0.4688387088505071,2.7210868468719704,100.0,Utilities,EV/EBITDA,3.74629459573112,,,19.894853150920955,,0.3709493852204169,"primary_multiple, fcf_yield, leverage","primary_multiple, fcf_yield, leverage",100.0,COMPLETE,,90.99999999999999,100.0,,,5.026425640913609,414243820000.0,3717677950000.0,1156084410000.0,1379070350000.0,587288590000.0,Utilities,EV/EBITDA,3.74629459573112,14.351054776890937,164.13289122618752,232.5715151503727,301.01013907455786,-30.05203868476987,-0.8857808862677672,28.28047691223432,Research scenario — not intrinsic value,-0.0294749017049773,38.611111111111114,WEAK,70.96786505299794,37.16849330773499,68.26391531337691,92.1860215191582,46.782485760920295,67.67562195439281,PROMISING — WATCH / CONFIRM,WATCHLIST,BEAR DOWNSIDE >30%,"The opportunity is promising, but evidence is not yet strong enough for a higher-conviction decision.",HIGH,Confirm revenue/earnings and margin improvement across the next reported periods | Reassess entry valuation and downside protection,the expected fundamental improvement reverses
2026-09-05,MARUTI,Maruti Suzuki India,Auto,MARUTI.NS,3991026008064.0,12694.0,56.732078785002365,72.81381110583769,EARLY,64.57674418604651,55.5906976744186,70.4,14.000000000000002,20.089361396256567,1.2365346684873213,14.737306324716634,23639200000.000023,0.3362945826149444,52559400000.0,18.04635352286774,34383399999.99999,27894400000.0,-7.124329082522141,29.02009142270045,0.0009565466519467357,1.3011274225961376,100.0,Manufacturing,EV/EBITDA,14.632041994352253,,29.02009142270045,2.18046687303383,,,"primary_multiple, roce, fcf_yield","primary_multiple, roce, fcf_yield",100.0,COMPLETE,,60.02480620155038,100.0,,,45.861737794192344,146795000000.0,1071563000000.0,260989000000.0,-172224000000.0,87023000000.0,Manufacturing,EV/EBITDA,14.632041994352253,1.2365346684873213,12208.151272455581,15123.243637722093,18038.33600298861,-3.8273887470018764,19.13694373500941,42.10127621702071,Research scenario — not intrinsic value,5.000000000000007,76.94444444444444,RECOVERING,69.1027955228603,37.16849330773499,66.54805134565028,99.9840575558009,80.46622627892646,77.17817569428598,PROMISING — WATCH / CONFIRM,WATCHLIST,NONE,"The opportunity is promising, but evidence is not yet strong enough for a higher-conviction decision.",HIGH,Confirm revenue/earnings and margin improvement across the next reported periods,the expected fundamental improvement reverses
2026-09-05,SBIN,State Bank of India,Financials,SBIN.NS,9379230253056.0,1016.1,53.17306122448979,73.43061224489796,EARLY,31.8,61.4,73.2,42.0,9.208470724271557,7.397300658448813,,89649096400.00018,,-221675271600.0,-16.24003430515577,448741123200.0,434388012200.00024,-0.4652985368661655,,1.2193500751464357,0.4573583058760292,83.33333333333334,Financials,P/B,1.5733508755378,0.1397323753487878,,,,,"primary_multiple, roe","primary_multiple, roe",100.0,COMPLETE,,86.17142857142856,100.0,,,,832987824000.0,5961308694000.0,,597787456000.0,297344318000.0,Financials,P/B,2.1973237534878782,7.397300658448813,1064.3051880381681,1419.0735840508908,1773.8419800636136,4.744138179132776,39.65885090551035,74.57356363188796,Research scenario — not intrinsic value,,50.55555555555555,WATCH,68.87184353741496,37.16849330773499,66.33557551904057,65.07791495660435,76.42324145373983,66.44483854074632,PROMISING — WATCH / CONFIRM,WATCHLIST,HIGH DEBT/EQUITY | WEAK CFO/PAT,"The opportunity is promising, but evidence is not yet strong enough for a higher-conviction decision.",HIGH,Confirm revenue/earnings and margin improvement across the next reported periods | Confirm operating cash flow catches up with reported profit | Confirm debt reduction and improving interest coverage,cash conversion remains weak or leverage fails to improve
2026-09-05,KOTAKBANK,Kotak Mahindra Bank,Financials,KOTAKBANK.NS,4222780178432.0,424.5,60.499489795918365,68.84489795918368,EARLY,59.5,30.9,87.7,70.0,-0.2578522041206788,-12.82698142894313,,9625968600.000027,,49799517799.999985,146.67280099538104,169414297999.99994,169301798800.00006,4.801697860895082,,0.5263792141059039,2.163352600601647,83.33333333333334,Financials,P/B,2.3301199533272596,0.1064301272451493,,,,,"primary_multiple, roe","primary_multiple, roe",100.0,COMPLETE,,72.34285714285714,100.0,,,,192878925000.0,1812258709000.0,,-80893121000.0,406685443000.0,Financials,P/B,1.8643012724514931,-10.0,254.72805242030464,339.63740322707287,424.5467540338411,-39.993391655994195,-19.99118887465893,0.011013906676353713,Research scenario — not intrinsic value,-0.4998623034178863,50.55555555555555,WATCH,65.37437925170069,37.16849330773499,63.117908376183436,85.67145754267938,39.00429542360377,62.29284338046339,WATCH — NEED MORE EVIDENCE,WATCHLIST,BEAR DOWNSIDE >30%,"Interesting signals exist, but the current evidence does not provide enough edge for capital deployment.",MEDIUM,Confirm revenue/earnings and margin improvement across the next reported periods | Reassess entry valuation and downside protection,the expected fundamental improvement reverses
2026-09-05,JSWSTEEL,JSW Steel,Metals,JSWSTEEL.NS,3234295971840.0,1325.0,58.75310156620788,71.36938775510204,EARLY,39.730232558139534,77.98837209302326,53.0,64.0,9.28230526789735,536.8721461187215,25.901877090921076,83303999999.99998,6.3319583685157985,72617999999.99988,20.350255993109712,-10325999999.999989,-16020000000.000008,2.785241022697238,27.81884797602261,1.1901592156157237,1.1270837067574835,100.0,Cyclicals,P/E (normalized needed),14.493170692955728,,,3.2458377623454355,536.8721461187215,,"primary_multiple, fcf_yield, growth","primary_multiple, fcf_yield, growth",100.0,COMPLETE,Cyclical earnings require normalization | Extreme growth rate; likely base-effect distortion,71.29958960328318,100.0,14.493170692955728,,30.808687100781096,223160000000.0,1000530000000.0,471510000000.0,694400000000.0,104980000000.0,Cyclicals,P/E,14.493170692955728,25.0,1159.3749999999998,1656.25,2153.125,-12.500000000000028,25.0,62.5,Research scenario — not intrinsic value,1.9999999999999956,43.611111111111114,WEAK,65.30273360739645,37.16849330773499,63.05199438342353,80.16401307307127,72.08333333333329,67.79747670717623,WATCH — NEED MORE EVIDENCE,WATCHLIST,HIGH DEBT/EQUITY | Cyclical earnings require normalization | Extreme growth rate; likely base-effect distortion,"Interesting signals exist, but the current evidence does not provide enough edge for capital deployment.",MEDIUM,Confirm revenue/earnings and margin improvement across the next reported periods | Confirm debt reduction and improving interest coverage,leverage fails to improve or normalized earnings deteriorate
2026-09-05,M&M,Mahindra & Mahindra,Auto,M&M.NS,3806416338944.0,3170.0,53.334292833412434,67.76502135738016,EARLY,25.190697674418605,78.00232558139535,52.5,60.0,24.062852925941968,32.25089140002011,21.351039718443413,23948479999.99997,0.24387461715749026,-62942420000.000046,267.06729936614596,57313999999.999985,45002400000.0,2.2011188794675896,23.462681610135448,1.4389731713434522,0.6817628086099358,100.0,Manufacturing,EV/EBITDA,11.236530866193757,,23.462681610135448,0.539066097159843,,,"primary_multiple, roce, fcf_yield","primary_multiple, roce, fcf_yield",100.0,COMPLETE,,53.03049095607235,100.0,,,185.50600849666895,170988500000.0,930963500000.0,412284200000.0,826227800000.0,20519100000.0,Manufacturing,EV/EBITDA,11.236530866193757,25.0,3015.6765565006312,3941.6172174968447,4867.5578784930585,-4.868247429002167,24.341237145010865,53.550721719023926,Research scenario — not intrinsic value,5.000000000000006,76.94444444444444,RECOVERING,64.76714598164847,37.16849330773499,62.55925376773539,70.71316062110806,81.27289175747669,67.0397578039555,WATCH — NEED MORE EVIDENCE,WATCHLIST,HIGH DEBT/EQUITY | WEAK CFO/PAT,"Interesting signals exist, but the current evidence does not provide enough edge for capital deployment.",MEDIUM,Confirm revenue/earnings and margin improvement across the next reported periods | Confirm operating cash flow catches up with reported profit | Confirm debt reduction and improving interest coverage,cash conversion remains weak or leverage fails to improve
